"","ME26","ME8","ME20","ME21","ME13","ME25","ME2","ME5","ME24","ME7","ME14","ME18","ME17","ME28","ME10","ME12","ME1","ME9","ME11","ME16","ME30","ME19","ME6","ME3","ME15","ME4","ME22","ME23","ME27","ME29","ME0"
"1",0.236895754916393,0.33041222002039,0.575684724539455,0.395070104234944,0.0630663572901905,0.323637176027359,-0.266858999163954,-0.314748159726849,-0.331959313622907,-0.0973428908405941,-0.232332747048216,-0.0747469276541475,0.485467250915083,0.214476118870588,0.0840299228275205,0.448686168638072,0.400911241334569,0.371423674954178,0.278905402160555,-0.310398509819752,-0.262199557399676,-0.046955488445405,0.142967528112407,-0.24496233110484,-0.255130548059966,-0.0430133513215034,0.32174263387193,0.279103703238851,-0.00810785337271224,-0.0533853258107811,-0.220004675901085
"2",0.109448745507885,-0.210417966226291,-0.0294900126619685,0.3893863359542,0.276925676893057,0.251732779247749,0.209397917244331,-0.15334541673673,-0.320566498117387,-0.181367193585869,-0.239500295016458,-0.213482268897761,0.0187296715762356,0.472908369864611,0.132525732466526,-0.191355856585445,0.352601698340385,0.459976942908872,0.193510390076758,-0.0602846435570521,0.322576404299672,0.362750327108517,-0.320157495942041,-0.317594104669058,-0.285063750592283,-0.0164488638895616,-0.0920490265303944,-0.306198211624866,-0.19026461935351,-0.140650492136485,-0.326223999949715
"3",-0.387777175282551,-0.308760661388626,-0.263067615106389,-0.11102726732994,0.293569340251419,0.0287406831213924,0.325079008342895,0.224949055009034,-0.266826739140229,-0.297300613702236,-0.252819927465923,0.377649863803048,-0.252563793381922,-0.23542277135876,-0.215441160914941,0.0255280939185066,0.362257315411331,0.0769628032760698,-0.0759002547047798,0.412040932331689,0.226879212631781,-0.290799079806488,-0.267526869835512,-0.0314252647161886,-0.251781875685202,0.226540843221281,-0.183239034956546,0.292556735594037,0.266814005796012,0.284954030744743,-0.37720449936777
"4",-0.263867472009987,-0.23728088401199,-0.339888285308558,-0.323353837433342,-0.0878576639503425,-0.282075539369243,0.271962100275042,0.443216027182613,-0.214420791698038,-0.263486730142777,-0.231746862377978,-0.109042411244417,-0.0812616494566153,-0.222907615093408,0.411259797886769,0.174214993989176,0.385853041564632,0.138708406962652,-0.102642184279235,0.113361687959449,-0.13343816615875,0.054434108296255,-0.150481895154626,0.279012177658139,0.189184200623569,0.356736512513977,0.467878781495712,-0.0151937306527859,-0.247871202774092,-0.142851359729652,-0.299633444045741
"5",-0.209994701405233,-0.0593846589263484,-0.223177235625753,-0.411059822918578,-0.381700043217858,-0.346128008410338,-0.311607136002059,-0.0109358903967579,-0.166737227486557,-0.301269237631555,-0.234675998999024,-0.320875388301217,0.407608189074697,0.0903013369396071,-0.34374959832275,-0.324123092881329,0.0552503327369426,-0.246621074109979,-0.330589875303969,-0.381880638244271,-0.271255894136646,0.242731586792499,0.269296821635387,0.301141170100204,0.159782547212216,0.246436697542724,-0.240692141765635,-0.11874355940294,0.370638925966186,-0.0343357219450645,-0.30358745771174
"6",0.352542495364285,0.498915945884606,0.186979694368596,0.0209570832714676,-0.251186218794889,-0.240764313732494,-0.304729289006683,-0.254124799925688,0.0663707384494421,-0.198543901920478,-0.16068263005876,0.361809001167956,0.00559813481098847,0.263696480989801,0.121760130202843,0.291871292432847,-0.0448703296187461,-0.16882099623382,-0.267020319380847,-0.0316449036304979,0.29446015450247,-0.236302164419359,0.285821514235243,-0.0487095734587022,0.155491550424533,0.380337140504402,-0.0400207852017405,0.244205848261358,-0.15243982529292,0.0638552696000052,-0.0689537411105586
"7",0.115682465635711,0.164717479197942,0.439528850315918,0.260425809505966,-0.128958669924984,0.270316104313738,-0.322466483002776,-0.375266528381942,0.253571204572426,-0.227248506696348,-0.0542433113218953,-0.261555106426314,-0.352782223695619,-0.282058416052447,-0.201482500148993,-0.340835952676012,-0.263084222577319,-0.388579111708637,-0.397681365467655,0.216741595925787,0.0680046836032298,-0.230135435133445,-0.0291917408672088,-0.316167133585863,-0.249736634852165,0.244818369010314,0.134885959134615,-0.353223213788448,-0.0896599042216289,-0.208547545823005,0.0335378959438353
"8",0.318572639339383,-0.155270922169517,0.00913705659346805,0.413720946676037,0.445381996631587,0.415878681868424,0.226274608845903,-0.201587051720773,0.386451215502149,0.0532682305861819,0.154856864521039,-0.31769519042482,-0.264222711836914,-0.346349420054599,-0.223383386672448,0.0712003316439622,-0.313161059863299,-0.359776554734767,-0.257605587219426,0.000650468668752222,-0.292355762302177,0.33036116620942,-0.286461325659147,-0.328212128781798,-0.276598498400994,0.0448851089416366,-0.171463269943072,0.441897092894706,0.123028952538339,0.484160396966895,0.316122534618804
"9",-0.373820291671302,-0.324910457602328,-0.199785209479908,-0.132304587966618,0.434473588942001,0.353495126809527,0.29254650686133,0.121520221600452,0.497563239108962,0.312699709443106,0.468111050815626,0.376438067665645,0.462930055680111,0.152764129702949,0.354951874435867,-0.0719412832366225,-0.397957055305774,-0.336665996811831,-0.152969584021596,-0.48411118120552,-0.426550329050302,-0.444383251602274,-0.362231571684402,-0.1626226687018,-0.340660156878585,-0.213683590346593,-0.40287468511825,-0.516011099170686,-0.495233871935768,-0.494975963619644,0.413227224610604
"10",-0.22230393332043,-0.235188896728543,-0.304368581014672,-0.266034438835133,-0.011919441688581,-0.237090905133461,0.380225683175135,0.499434021488612,0.340254855839894,0.414589444371275,0.620244302397269,0.0167054608144003,0.0155080764067617,0.42576052594369,-0.331793201653766,-0.212410595230389,-0.239073119153281,-0.0700502619587162,0.24540843446535,-0.0267149906838815,0.472155048251561,0.0131812989134339,-0.127931230460138,0.279969077166529,0.351997189958743,-0.353851514861518,0.547323097858922,0.224941816980642,0.529279731779909,0.511290353779715,0.366021658054565
"11",-0.143302620844879,0.0611279827630137,-0.100958995867515,-0.277486727386666,-0.338552369266373,-0.300055877597813,-0.199472589223652,0.255184193575987,0.0026095286672221,0.528260454701688,0.233284032790714,-0.260791349655127,-0.321429654285644,-0.24111293168,0.478445045256518,0.489401806628894,-0.115193414474346,0.273970739286134,0.47943837985249,0.536903933024905,0.227418722176256,0.492781827274407,0.565019795222644,0.595553527359108,0.357032566634807,-0.425533588432021,-0.234833569017191,0.00514304751342545,-0.294221259259848,-0.292656310040087,0.260752340851802
"12",0.467924093770726,0.476040819187692,0.249405609247327,0.0417064022276617,-0.313242553165229,-0.237685907144841,-0.300351328345514,-0.23429567196796,-0.246310212074978,0.257741235417605,-0.0704944782363961,0.425586249152755,-0.123581345807162,-0.292055808072032,-0.267122655363146,-0.360235906641659,-0.183534428395094,0.249471428169846,0.387146563822353,0.0153362492303921,-0.225694516417419,-0.247664895187559,0.280876470397394,-0.00598274726573006,0.445483409615326,-0.447223762883139,-0.10665795982835,-0.178478429843294,0.188036920130034,0.0231426680133613,0.205946164006999
