"","ME5","ME6","ME14","ME23","ME8","ME25","ME12","ME13","ME10","ME19","ME30","ME31","ME21","ME9","ME4","ME11","ME2","ME16","ME29","ME27","ME33","ME18","ME35","ME22","ME24","ME28","ME20","ME15","ME17","ME3","ME1","ME7","ME32","ME26","ME34","ME0"
"1",-0.301220396151037,-0.316209570309895,-0.272349222080237,-0.296972082351698,-0.125791638145381,0.0632808528350617,0.327676862037783,0.0408133864272055,0.356809910971178,0.394797507551732,-0.00733596695460143,-0.154107589711011,-0.306323320508388,0.217445507688405,-0.211232069146728,-0.217379956817287,-0.24776517187113,0.00563093245635439,0.301513077693341,0.198850085142983,0.46366385136884,-0.067343491070588,0.0223997849392093,0.439876859943399,0.512802626567879,0.584390931393626,0.298738145590243,0.437345626200188,0.165964350990794,-0.0486941319630349,0.420358835179469,0.0662129592168486,0.128272191607517,0.250227834016879,0.487033983855237,0.391599995104543
"2",-0.278836036511784,-0.0520047811239064,-0.123422183543657,-0.286663781085757,-0.207062909923236,-0.00339926828327108,-0.0536874728166713,0.167672515054809,0.499529116935645,0.172111500366951,0.426091231944429,0.315509269256731,-0.0424498719523698,-0.311990253000097,-0.307184412002611,-0.299794022230007,0.243531341961441,0.415145756948477,0.244617926024133,0.559301905777401,0.352977782738037,-0.187671200581889,0.448997283228628,-0.0708650607549374,0.214494258227456,-0.0174737482186977,0.0526593718645869,-0.205763574060327,-0.168473700358794,-0.00907777979583946,0.372301656263711,0.175402373869795,-0.262526888054387,-0.254466612982344,-0.371550030557912,0.0918502505446563
"3",0.138616357416704,0.230687986559048,0.460215416176712,-0.272094673995835,-0.292890393723137,-0.316026513072319,-0.0820185582299899,-0.219394222395559,0.118893880357954,-0.0233307068326596,-0.335484304872615,-0.205338173689427,0.433856171451519,-0.267068853604978,-0.104498798515174,-0.23666411558074,0.364748272374901,0.241883596674581,0.0909398846184161,-0.00719964183484416,-0.0993991460686156,0.417152934811575,-0.101690863885477,-0.238459620759694,-0.245273025554939,-0.243128878179912,-0.394855165488646,-0.27836436437248,-0.362788590287457,0.238272390960766,0.364236893054596,0.417546494495938,0.394738908108142,0.257099725844382,0.288309144654161,-0.0572049966369166
"4",0.377147201417398,0.454832310136294,0.310876433663142,-0.220575695138595,-0.273790885086331,-0.164840954010328,0.28978186878742,0.35956105458313,0.150834372707717,-0.120656484607766,0.144722090995909,-0.106973806933977,0.0587245616042131,-0.194428293901635,0.165923409504368,0.194389505016989,0.239988483660996,-0.0544667220051792,-0.242799013828146,-0.20487450236376,-0.378658964298704,-0.188525170082884,-0.235347969229636,-0.019719510900961,-0.190017609399022,-0.340361089962238,-0.270528663363909,-0.251412899801647,-0.166910730402833,0.338570479449629,0.353750520601945,0.475436773227006,-0.208068754889794,0.021851959330844,0.0222395251119405,0.316088346505548
"5",0.199161957088752,-0.146395367983658,0.0281225090788644,-0.205007274748626,-0.288214093795303,-0.356591996802747,-0.356456647135557,-0.298429248941038,-0.254936671354635,-0.256773785378347,0.163319722045022,0.352615882653985,-0.38348849314921,0.254330646781375,0.393690911094531,0.214878804290864,-0.314541863549344,-0.380095919630493,-0.341394803167113,-0.391167249275976,-0.364423679388509,-0.273268227442218,0.0137123953006371,0.43883615814978,0.282409875991387,-0.264282133224467,-0.209802638819237,-0.0847855232400044,0.0156431781820841,0.244660385851378,0.042105641750447,0.290948207267709,0.211140915073531,-0.210857319296456,-0.058961552347419,-0.335762038789182
"6",-0.155842121994632,-0.273998996026983,-0.270392867953922,-0.0148202730169977,-0.181559242348804,-0.197354385636095,0.275939525833132,0.0802743682013781,-0.141977948804749,-0.291617832051113,-0.205251739999979,-0.197586668669777,0.0289716923236151,0.325828454444868,-0.0197342197480395,0.219839971698202,-0.291572862229717,-0.255550142058518,-0.222241496373692,-0.126176717435769,-0.00478299179672801,0.365720371257017,0.415781481082793,-0.0631905873310159,0.116143547407624,0.168366589798572,0.428665330734353,0.482784663181349,0.410245501427829,0.40712728853105,-0.0373097578222521,0.150991321549648,-0.0747721740736373,0.323317207948497,0.318945716928105,0.0182328050294465
"7",-0.379763225140175,-0.364617712291564,-0.351684791363951,0.12122698802929,-0.192291091475559,-0.308312634310173,-0.297583777903102,-0.191261564658698,-0.382390297527116,-0.421065726844587,-0.206368220921803,-0.250555453908545,0.202540995774243,0.0232770428229483,-0.258167908105671,-0.20952276437859,-0.312322545203149,-0.192075160173592,0.183882077592402,0.086785396813721,0.360466086580692,-0.284134342029334,-0.259160410103528,-0.31334905524643,-0.332963684331886,0.48193287786591,0.156682915467773,0.24786130969216,-0.0215402246930921,0.227823418499474,-0.26385312336976,-0.146167256166705,-0.138949671125564,-0.355516762801148,-0.319545674285039,0.247405063954021
"8",-0.316354481147467,-0.0413922091043811,-0.240882357643654,0.303853046481773,0.0576728501002683,-0.0184679564217973,-0.0798306554231893,-0.25900412537134,-0.331406886298397,-0.331436686143227,0.371703604819712,0.258708063016532,-0.0341360138873076,-0.27655903154112,-0.314440234060386,-0.318009637853832,0.221011768480003,0.445246950922606,0.338137645088154,0.509900796917776,0.271505202677204,-0.300942572135191,-0.329149532838548,-0.187073708693364,-0.35366580959587,0.00225895878914395,0.240097660413595,-0.20207960668168,-0.106675752468216,0.0167371818431986,-0.318920025555239,-0.204892472681701,0.273467433177825,0.420321756767415,0.196747976585276,-0.0413071218087367
"9",0.113545129938333,0.175247469675724,0.421768691878645,0.623601637500454,0.409967520012842,-0.0426247459510717,0.0977985731101938,0.469021820818671,-0.37663454972087,0.0315006406588593,-0.507722507084887,-0.260422814153503,-0.493856535156136,-0.316682915603551,-0.178956425170634,-0.38632807709895,0.407676909846697,0.363707310292763,0.481676085689018,0.0487007352766177,0.0113196777920376,0.425323061333666,0.0377380020584928,0.554845272546192,0.341986248295462,-0.0972874272686091,-0.365240650981148,-0.288164089413022,-0.423449398354002,-0.171365112150722,-0.361105165801002,-0.421752570784923,-0.540826892230676,-0.517141786086894,-0.319822766736258,-0.487008320373148
"10",0.283760617286072,0.545612517530775,0.222359777939095,0.371205525601527,0.382650249485049,0.494310690276573,-0.321490336756171,-0.347809557643185,-0.0645045841262974,0.0627442522121558,0.0861078441435342,-0.154274744470702,-0.00505094181497976,-0.218179366019678,0.172054435841006,0.247730526938236,0.218713970599873,0.0240350943744394,-0.247397133191983,-0.168302945608522,-0.326272379168074,-0.0471276673038104,0.50011725167823,-0.135955810672599,0.1431986381074,-0.320493377186943,-0.269786885658046,-0.257557660001846,-0.184892847640241,-0.371119637405744,-0.26997020320979,-0.269640605209049,0.44234337081121,0.226345456424356,-0.10183128941859,0.303179041289383
"11",0.489487635157655,0.0602892636072082,0.133711345346939,0.0461557671864787,0.524098814855697,0.425887364072488,0.52889755861045,0.440576036108912,0.148057458411376,0.548781635602007,0.32466327706181,0.623952385285091,0.527723071675399,0.553211428793674,0.663350654791765,0.451064859468351,-0.219337938693215,-0.316809950967968,-0.328652567084211,-0.325463111306754,-0.250641593739136,-0.227857715200853,-0.268410012033454,-0.257937569061521,-0.309726279466562,-0.117541260425492,-0.0647935936443797,0.0361701798461686,0.288226277366509,-0.425405972063868,-0.108207028179707,-0.25179761928108,-0.282436574707853,0.0250974886656567,0.222844058642966,-0.478500053988144
"12",-0.16970263735982,-0.272050910668661,-0.318322751497977,-0.169909184462014,0.187210820043896,0.424139547303678,-0.329026940114299,-0.242020462184286,0.277726198448196,0.234945685465993,-0.254445031176529,-0.221526348675395,0.0134886836394026,0.210815633139789,-0.000805344482426196,0.339794906546764,-0.310130365377356,-0.29665174683347,-0.258281683060319,-0.180354752102873,-0.0357538466970446,0.368674018444511,-0.244987410197347,-0.147007367218849,-0.179388786248928,0.163618556619108,0.398164173884815,0.363965938651141,0.554651936237418,-0.447528511756288,-0.193388242912416,-0.282287605503487,0.0576181363036852,-0.186278947831188,-0.364409092432466,0.0314270291685294
