"","ME18","ME43","ME32","ME41","ME37","ME33","ME42","ME14","ME27","ME17","ME8","ME11","ME16","ME45","ME3","ME25","ME26","ME6","ME31","ME4","ME15","ME22","ME23","ME30","ME39","ME40","ME5","ME20","ME10","ME13","ME2","ME44","ME9","ME29","ME24","ME1","ME12","ME28","ME34","ME21","ME35","ME19","ME7","ME36","ME38","ME0"
"1",0.521119158558823,0.296637767054419,-0.310487834412046,-0.324498537699732,-0.315796249837309,-0.341312119108409,-0.299746354596211,0.430111147947854,0.384350120542809,-0.354392312334303,-0.339888437146533,-0.365712981586871,-0.286975883217761,-0.349349052022066,0.33753261458196,0.259425479351013,-0.162208255559705,-0.240541731469665,-0.220363297767679,0.0302459407404756,0.260705636054172,-0.183697514620041,-0.207059281007009,-0.262074465416306,-0.43948637181295,-0.410571497192104,-0.197949762582302,-0.367819085776208,-0.200350723368898,-0.356162538091515,0.266880521444593,-0.0808771065678521,0.365282691612831,0.198968311775179,0.553683737381816,-0.30406897852182,0.266301894379652,0.0400621830878082,0.363168709528168,0.537417668240757,0.340842367360124,-0.321063221525435,-0.237975703969943,0.0263750989731649,0.342579086061118,0.347031445514874
"2",-0.214055121321797,-0.405346476948807,0.0884090543777315,0.317509020392096,0.432949027496172,0.497571903486938,0.308629118352023,0.305696429499164,0.0239868831139399,-0.155719897311104,-0.304403697524474,-0.274991453555335,-0.187698461490394,0.144633382958596,-0.219041684188551,-0.139880587014659,0.202458312419978,-0.306267384115843,-0.283980288463042,-0.29323505556288,-0.22754477418461,0.449098539780609,-0.244394552650831,-0.176295425922452,0.295232705308783,0.120045283625521,-0.234250251006196,-0.304285087392455,0.277671837258059,-0.14185748013867,0.243290291272705,-0.249500191907906,-0.333487528320066,-0.354591280880146,0.231651751446374,-0.312183983620671,-0.180627656617241,-0.139818346077668,-0.281641053014144,-0.0916811407331874,0.218889925267092,-0.284746454373007,0.292929159831825,0.295463769264138,0.00692812726928349,0.35270205829048
"3",-0.182864941056426,-0.0730639233035116,-0.0822522660133475,-0.246707779174459,-0.322326870898453,-0.290036501936259,-0.207112238727872,-0.0890347695492547,-0.276128100170475,-0.108251167593592,-0.291162940121269,-0.257452038113745,0.641073420412182,0.271653617921262,-0.0861015293698369,-0.271262210187204,-0.322746972791705,-0.253732208826416,-0.31868780699266,-0.294908385333181,-0.273853774211268,-0.121491067065535,0.627802372611453,0.0958235084430521,-0.0643016771495203,0.132945469680942,-0.165003625334619,0.279802004735065,0.439883722025723,0.455858215421106,0.571377779016831,0.438386657155671,0.460611542489232,0.623068684111542,0.108471336898759,-0.325966366963056,-0.247676725768571,-0.351888372711165,-0.290344405698917,-0.237580053010831,-0.292675985793473,-0.0252968917802269,-0.238061787441473,-0.400731229706425,-0.346045010368167,0.522292829680402
"4",0.41539994927313,0.325359851038122,-0.292610334973648,-0.224760955387973,0.533096843134322,0.328016345666438,0.0900660001854135,-0.283659028999954,-0.317287079287754,0.280657138437853,-0.225359394706351,-0.0327568178725461,-0.125998305898617,-0.26435030797536,0.0968449595404403,0.316324095505999,0.523063196129983,0.0409314813791215,0.175692275019049,-0.259873524559971,-0.271559423707501,-0.274376135062634,-0.199222661119654,-0.145567358206486,-0.304168450633481,-0.422906603915468,0.462149312444794,0.296054268189263,0.0797332701619631,0.390581912201652,0.255412408818762,-0.391705792385018,-0.185032438523802,-0.317388203075105,-0.145629887090271,-0.278909955271712,-0.304537222176768,-0.361171254212874,0.22541541194148,-0.164258646983979,-0.29048998214865,0.383988412529229,-0.207174151735756,0.18212765269681,-0.0294271846645523,0.236325324407257
"5",-0.21386001167108,-0.385011729771677,0.515897248370382,0.127263472715517,-0.29758047623957,-0.116354696589013,0.0730584487017126,-0.294161763780825,-0.302815392418425,0.299088126854322,-0.214712734050921,0.082786138914174,-0.262611534605326,-0.294279923540304,-0.300977661010124,-0.283222562145736,-0.327101134451353,0.429301375481392,0.207444010543264,0.174261102071157,-0.101271273976176,-0.171639997624058,-0.236910265196564,-0.26333150401261,-0.0941481620220715,0.273948661058718,-0.177006471177977,-0.330870632778255,-0.297311966016158,-0.140030319386528,0.192506362205615,0.407681107245676,-0.152350038123716,0.11306910067141,-0.255460890410006,-0.248334540532184,-0.273134519612496,-0.378720290271017,0.369666391496223,0.529957597996972,0.38157837255241,0.403963196528042,0.410309932301364,0.219609102803337,0.407769960446559,0.15525923589224
"6",-0.273401105389529,0.224435654292798,-0.339935339311581,-0.324498537699732,-0.0207595799511866,-0.266573501039782,-0.286634140982986,-0.16279690497051,0.321783140085261,0.544765552312443,0.281625414895743,0.481414767855538,-0.139242605610843,0.358079617425959,0.522379153011744,0.391946335453239,0.440130849432849,0.245501700579602,0.539409916867372,0.455270339130915,0.552966950542245,0.600676211373096,0.403016220421426,0.595367756720701,0.351200871810195,0.213338728330044,-0.252352722341753,-0.291454554077517,-0.300159986453901,-0.306967264209845,0.0725635631290467,-0.292932702973518,0.234372401306104,-0.0913436324794251,-0.344925280393315,-0.0927158945476904,-0.304404241556848,-0.244125635437828,-0.334157168490431,-0.144546879297279,0.398570191707901,-0.234448945100713,-0.220602783302428,-0.379893999967707,-0.399028643810325,-0.138434988784763
"7",0.432547897933621,0.368399811601564,0.392033030994797,0.477086587357549,0.074409873357629,0.306088022304282,0.541607774363414,0.325306512921291,0.381073349181997,0.164061720955695,0.19186201017203,0.303848632860358,0.332069249393592,0.386199244382099,-0.327308872290189,-0.222563058442577,-0.221245715008393,-0.226923455072554,-0.218798126270833,0.0746617628055404,0.266392426282634,-0.0656522531485347,-0.209125261328213,-0.216842280959209,-0.363674666327576,-0.391865023931519,-0.119818732607119,0.188444115092998,-0.188251879589811,-0.295785787024779,-0.238879308674241,-0.0637200379075264,-0.290016596300033,-0.184579118604326,-0.310044730770892,0.0350747534740355,-0.167375038213307,-0.0848840052055487,-0.312683501707625,-0.210508307196728,-0.258366967900814,-0.281481201957683,-0.194722695509378,-0.0099787906007383,0.0810423570297476,-0.195526048912252
"8",-0.22608678629298,-0.385890317855368,-0.236863236268255,-0.294652324245661,-0.283884709875888,-0.337255714719466,-0.296756730079961,0.496721067780911,0.356960679493145,0.30027761544248,0.625401208890266,0.517415380345234,-0.0109676101555444,-0.309809053436071,0.36102748538773,-0.161609840560343,-0.0884766612689509,-0.302823447932621,-0.30572900291659,-0.259522533628846,-0.14244037414403,-0.273729780780678,-0.161703836528748,-0.157143107302568,0.487890564811838,0.33206182796455,0.572719500881019,0.43711079016739,0.494668764744818,0.0852624975241123,-0.230066204778984,0.245946746538293,0.434345047238848,0.431072191205093,-0.323002352662875,0.445624049648838,-0.110001527598522,0.258196491383878,0.319018104201387,-0.194239190519908,-0.298603958363419,-0.283002508389616,0.474325088774482,0.421899139322076,0.230486722402003,-0.295178281367988
"9",-0.137002259896923,-0.0390148160777667,-0.0406145417143827,0.226421577509466,0.299337381720018,0.206813870889518,0.476047606712828,-0.0299728017491137,-0.222840498244628,-0.155526212122348,0.195866859032581,0.0604547175343009,-0.194040319536544,-0.221033035708907,-0.178133663158356,0.105283834682852,0.127738052929897,-0.191312303252862,-0.238769756069679,-0.275559455357276,-0.255893247525667,-0.0776214519838282,0.231562016506532,0.235846299901601,0.033486358522045,0.0631331608477664,-0.112697640673119,-0.220961753572773,0.282099006958956,0.305411603211344,-0.255582487645165,-0.237870443905565,-0.239890772764448,-0.245899456013639,-0.107471195280353,0.321916901996636,0.164079962496029,0.141405328419001,0.319469944798932,0.40987129770524,0.227246794877851,0.0241591571875997,-0.162103453320104,-0.28393175568002,-0.275075019178318,-0.170216678283841
"10",0.209427795998584,0.254042018179319,0.199292282880005,-0.0299913383972832,-0.204981350865745,-0.113968510824539,-0.169914402417242,-0.242758340271752,-0.283647196326101,-0.188031076735889,0.213184040337594,-0.0327616676174325,-0.107103095150947,0.0601996773452045,-0.163458451758725,-0.245325433992376,-0.231734063266142,0.09208453628442,0.0511675323244121,-0.176588831942534,-0.239363470827564,0.389991621177389,-0.140550394729466,-0.0611768268477124,-0.188061460492359,-0.32570020753315,-0.132847100283522,-0.156730470374859,-0.057153789140604,0.346072510131466,-0.295695849531946,0.337453958466892,-0.0796812220913556,0.0922060329494471,-0.047944647422489,0.420913847980057,0.277849563388437,0.382542135754157,-0.198418402698938,-0.0893960233331887,0.102670467214599,0.320939823504395,-0.146081034377395,-0.0871633950324875,-0.0412021737714722,-0.322341394932757
"11",-0.150833007635661,-0.278568212470962,-0.233478648388564,-0.125775057666169,0.131633120492589,-0.146678418685588,-0.195935943354793,-0.272593909735648,-0.225911990243073,-0.301213850319174,0.00563259615547504,-0.198609407969677,0.444049278419679,0.40664569306064,0.262340522243825,0.529952841826632,0.28068567373886,0.574486174266792,0.217568336342152,0.39857879107106,-0.0166684610879948,-0.0649889168678344,-0.146694405766325,-0.177145377239252,-0.00384996380447885,0.348667016268727,-0.0799891916624155,0.212865493060054,-0.248971025702805,-0.092414033798982,-0.248770274021366,-0.271142880804006,0.0816308654914575,-0.113116681246754,0.359237013178004,0.263718253618616,0.588231517505457,0.303147467836409,-0.245112849397468,-0.177468179488137,-0.225849106932543,0.41550462794294,0.434086710801121,0.368151875789105,0.397755203975447,-0.201048477396505
"12",-0.180391568499761,0.0980203742618703,0.340610584458908,0.422603872296381,-0.0260970085325797,0.27368932055588,-0.0333091381563273,-0.182857639092164,0.160476084273304,-0.325715637586384,-0.138044925934142,-0.283635270794,-0.102554132559476,-0.188589860411052,-0.305102872989918,-0.279068894476843,-0.220563282305317,0.139295262678633,0.395046207384232,0.426669850565539,0.448529786785761,-0.206569255177952,0.2832800487874,0.532538780841243,0.289880251789576,0.0669031847959701,0.43704668434321,0.257844912727297,-0.281857230877343,-0.249969315839361,-0.333036801235852,0.158280687044858,-0.295783952015052,-0.151465948413278,0.281435145125247,0.0749319127389486,0.29129399377418,0.435254297434847,0.0656188190413318,-0.167568143379731,-0.303812117841078,-0.118515994565526,-0.204929282052315,-0.351927467861253,-0.375783425391324,-0.290865024107146
